Datum von,Datum bis,Biomasse [MWh],Wasserkraft [MWh],Wind Offshore [MWh],Wind Onshore [MWh],Photovoltaik [MWh],Sonstige Erneuerbare [MWh],Kernenergie [MWh],Braunkohle [MWh],Steinkohle [MWh],Erdgas [MWh],Pumpspeicher [MWh],Sonstige Konventionelle [MWh]
26.09.2025 19:30,26.09.2025 19:45,1192.51,497.45,1735.29,3748.51,12.81,27.13,-,2241.25,479.75,1847.75,872.75,370.25
26.09.2025 19:45,26.09.2025 20:00,1196.60,488.48,1726.62,3805.40,24.76,27.14,-,2240.00,484.75,1856.75,920.75,366.00
26.09.2025 20:00,26.09.2025 20:15,1186.94,459.60,1672.15,3839.81,21.45,27.21,-,2281.00,498.00,1875.00,856.00,363.25
26.09.2025 20:15,26.09.2025 20:30,1184.00,456.00,1680.17,3926.02,11.49,27.22,-,2303.75,502.25,1857.00,719.25,363.00
26.09.2025 20:30,26.09.2025 20:45,1176.94,454.19,1672.72,3968.09,12.74,27.28,-,2311.00,506.25,1837.00,537.25,359.50
26.09.2025 20:45,26.09.2025 21:00,1166.47,444.39,1654.39,3980.31,6.33,27.28,-,2309.00,511.50,1816.00,219.00,365.50
26.09.2025 21:00,26.09.2025 21:15,1150.81,486.78,1638.72,3976.63,6.72,27.21,-,2310.50,523.00,1807.00,397.25,365.50
26.09.2025 21:15,26.09.2025 21:30,1144.17,433.30,1620.37,3952.57,2.86,27.41,-,2312.75,522.00,1798.25,200.75,362.50
26.09.2025 21:30,26.09.2025 21:45,1132.75,422.79,1591.68,3916.34,2.41,27.51,-,2313.00,525.75,1769.50,53.00,363.25
26.09.2025 21:45,26.09.2025 22:00,1120.01,419.83,1587.36,3851.07,2.18,27.31,-,2270.00,528.50,1769.75,44.75,361.75
26.09.2025 22:00,26.09.2025 22:15,1088.27,451.44,1583.25,3719.35,3.74,27.23,-,2237.50,532.25,1713.25,155.25,357.00
26.09.2025 22:15,26.09.2025 22:30,1076.74,435.12,1577.26,3677.47,4.31,26.99,-,2219.50,532.75,1706.00,110.00,354.00
26.09.2025 22:30,26.09.2025 22:45,1064.84,421.18,1605.07,3623.29,1.87,26.96,-,2208.75,536.75,1648.00,122.50,356.25
26.09.2025 22:45,26.09.2025 23:00,1052.53,412.05,1611.44,3587.63,1.70,27.08,-,2191.75,536.50,1568.25,29.25,362.75
26.09.2025 23:00,26.09.2025 23:15,1028.32,400.98,1614.47,3524.50,1.77,27.05,-,2208.25,544.25,1426.75,40.50,361.00
26.09.2025 23:15,26.09.2025 23:30,1022.51,401.67,1538.00,3487.38,1.68,27.05,-,2192.50,528.50,1375.00,13.75,354.75
26.09.2025 23:30,26.09.2025 23:45,1015.13,398.66,1474.52,3425.83,1.63,26.99,-,2188.75,513.75,1362.75,12.00,354.25
26.09.2025 23:45,27.09.2025 00:00,1014.72,396.07,1418.11,3351.01,1.82,26.91,-,2164.00,500.50,1365.25,28.50,347.75
27.09.2025 00:00,27.09.2025 00:15,982.96,412.54,1405.15,3278.49,1.62,26.51,-,2168.25,359.00,1229.00,15.50,369.50
27.09.2025 00:15,27.09.2025 00:30,979.14,402.76,1378.50,3177.76,1.58,26.38,-,2159.00,331.75,1211.00,32.75,368.00
27.09.2025 00:30,27.09.2025 00:45,979.37,404.41,1385.21,3131.28,1.74,26.42,-,2144.50,323.75,1193.25,34.50,354.50
27.09.2025 00:45,27.09.2025 01:00,977.09,408.60,1359.10,3076.85,1.80,26.47,-,2118.50,323.50,1187.75,12.50,353.00
27.09.2025 01:00,27.09.2025 01:15,970.41,406.72,1213.19,3034.70,1.89,26.47,-,2129.75,305.25,1103.00,14.50,353.75
27.09.2025 01:15,27.09.2025 01:30,968.93,398.53,1136.63,2918.99,1.84,26.49,-,2139.25,301.25,1053.25,13.75,354.00
27.09.2025 01:30,27.09.2025 01:45,968.41,400.11,1087.68,2884.92,1.72,26.54,-,2140.00,303.00,1027.25,13.75,357.50
27.09.2025 01:45,27.09.2025 02:00,968.58,400.79,1061.15,2847.20,1.61,26.52,-,2139.75,305.50,1027.75,13.25,359.00
27.09.2025 02:00,27.09.2025 02:15,959.17,401.17,1057.61,2779.08,1.44,26.59,-,2117.00,299.25,1033.00,13.75,359.50
27.09.2025 02:15,27.09.2025 02:30,959.23,399.12,1008.93,2699.44,1.50,26.61,-,2079.25,301.50,1040.75,6.50,360.50
27.09.2025 02:30,27.09.2025 02:45,956.97,410.69,1002.15,2630.19,1.63,26.60,-,2037.75,298.25,1046.25,1.00,362.75
27.09.2025 02:45,27.09.2025 03:00,958.68,411.19,966.70,2609.37,1.56,26.62,-,1998.25,295.25,1053.75,1.75,357.50
27.09.2025 03:00,27.09.2025 03:15,956.62,411.33,925.60,2572.46,1.64,26.65,-,1907.75,294.50,1107.50,1.25,350.75
27.09.2025 03:15,27.09.2025 03:30,957.29,407.19,906.18,2578.31,1.62,26.58,-,1881.50,300.50,1121.00,1.25,353.25
27.09.2025 03:30,27.09.2025 03:45,958.84,400.61,865.28,2571.43,1.61,26.57,-,1894.50,298.75,1112.75,1.00,358.00
27.09.2025 03:45,27.09.2025 04:00,959.93,404.42,832.59,2552.24,1.84,26.57,-,1904.00,297.25,1116.50,1.00,355.00
27.09.2025 04:00,27.09.2025 04:15,964.65,399.59,864.44,2523.71,1.54,26.59,-,1892.50,302.25,1087.25,1.00,358.00
27.09.2025 04:15,27.09.2025 04:30,967.80,398.82,921.03,2479.79,1.56,26.59,-,1893.00,297.25,1081.75,1.00,363.00
27.09.2025 04:30,27.09.2025 04:45,967.45,400.47,867.83,2442.89,1.64,26.60,-,1916.00,300.75,1099.00,1.00,350.25
27.09.2025 04:45,27.09.2025 05:00,970.45,398.06,907.73,2387.74,1.60,26.64,-,1951.50,299.75,1116.75,1.00,354.00
27.09.2025 05:00,27.09.2025 05:15,983.30,410.26,886.88,2338.12,1.62,26.67,-,1957.00,298.00,1157.75,1.00,348.50
27.09.2025 05:15,27.09.2025 05:30,989.03,412.17,848.31,2277.90,1.56,26.74,-,1964.00,298.25,1186.75,1.00,349.00
27.09.2025 05:30,27.09.2025 05:45,991.30,412.61,850.15,2212.13,1.71,26.77,-,1981.50,287.25,1190.50,1.00,348.75
27.09.2025 05:45,27.09.2025 06:00,998.92,424.80,825.26,2173.75,1.59,26.80,-,2012.75,283.75,1216.50,1.25,346.75
27.09.2025 06:00,27.09.2025 06:15,1032.65,401.18,897.12,2244.33,1.74,26.09,-,1997.50,283.25,1241.75,3.75,351.00
27.09.2025 06:15,27.09.2025 06:30,1057.71,401.33,948.02,2275.02,1.97,25.84,-,2028.75,285.75,1220.00,20.25,349.75
27.09.2025 06:30,27.09.2025 06:45,1070.25,409.31,953.97,2291.40,2.30,25.91,-,2035.75,285.75,1230.75,55.25,349.50
27.09.2025 06:45,27.09.2025 07:00,1078.74,418.30,901.00,2300.46,3.29,25.86,-,2010.50,286.50,1275.00,73.50,349.50
27.09.2025 07:00,27.09.2025 07:15,1088.13,418.87,892.07,2314.33,11.52,25.81,-,1937.25,292.50,1389.00,79.75,350.25
27.09.2025 07:15,27.09.2025 07:30,1096.78,415.00,866.46,2391.09,52.92,25.94,-,1916.50,302.75,1429.75,75.50,351.00
27.09.2025 07:30,27.09.2025 07:45,1101.07,413.65,849.79,2398.79,153.03,25.92,-,1920.25,311.25,1465.50,58.00,350.50
27.09.2025 07:45,27.09.2025 08:00,1102.36,428.77,867.98,2332.22,315.55,25.95,-,1904.25,313.25,1468.75,74.25,350.50
27.09.2025 08:00,27.09.2025 08:15,1087.89,471.59,886.65,2244.87,529.83,26.14,-,1870.00,321.75,1460.25,207.75,348.50
27.09.2025 08:15,27.09.2025 08:30,1084.63,432.55,904.13,2207.13,774.44,26.25,-,1843.00,333.00,1453.75,87.25,348.75
27.09.2025 08:30,27.09.2025 08:45,1081.86,425.88,885.95,2133.01,1045.11,26.24,-,1845.75,334.00,1444.25,59.50,348.75
27.09.2025 08:45,27.09.2025 09:00,1078.54,449.61,883.89,2047.59,1363.72,26.21,-,1822.50,351.75,1424.00,17.75,349.50
27.09.2025 09:00,27.09.2025 09:15,1046.70,468.16,665.60,1920.89,1709.24,26.28,-,1789.00,381.75,1455.25,211.50,347.50
27.09.2025 09:15,27.09.2025 09:30,1038.52,442.75,624.00,1754.83,2061.14,26.30,-,1772.25,367.25,1441.50,139.00,349.00
27.09.2025 09:30,27.09.2025 09:45,1033.72,463.29,616.45,1601.66,2423.08,26.27,-,1757.75,350.00,1379.25,80.00,347.75
27.09.2025 09:45,27.09.2025 10:00,1027.62,436.88,619.68,1498.58,2792.13,26.23,-,1751.25,334.50,1327.00,23.50,349.75
27.09.2025 10:00,27.09.2025 10:15,994.17,426.08,700.67,1424.13,3170.37,26.30,-,1677.75,333.25,1193.00,57.00,342.25
27.09.2025 10:15,27.09.2025 10:30,983.07,430.81,690.00,1368.67,3501.29,26.32,-,1637.50,321.75,1165.25,5.50,340.25
27.09.2025 10:30,27.09.2025 10:45,965.75,456.85,711.57,1330.76,3819.15,26.27,-,1637.50,292.50,1166.25,1.75,345.25
27.09.2025 10:45,27.09.2025 11:00,958.61,451.91,726.04,1290.05,4108.72,26.15,-,1618.25,281.75,1164.25,1.25,343.75
27.09.2025 11:00,27.09.2025 11:15,944.68,491.75,607.14,1282.93,4366.75,26.13,-,1589.50,271.25,1120.25,52.50,363.00
27.09.2025 11:15,27.09.2025 11:30,938.52,473.91,593.97,1249.78,4577.86,26.19,-,1555.25,257.50,1101.50,27.25,361.50
27.09.2025 11:30,27.09.2025 11:45,938.44,459.20,610.44,1227.14,4724.79,26.21,-,1548.25,256.50,1098.00,1.50,379.75
27.09.2025 11:45,27.09.2025 12:00,942.63,460.60,626.92,1209.31,4927.30,26.25,-,1542.00,254.25,1095.25,1.25,405.75
27.09.2025 12:00,27.09.2025 12:15,930.58,463.43,614.61,1208.74,5057.34,26.20,-,1571.50,245.00,1145.75,7.75,411.50
27.09.2025 12:15,27.09.2025 12:30,929.77,467.95,628.48,1172.98,5161.42,26.18,-,1573.25,243.00,1151.00,2.50,415.50
27.09.2025 12:30,27.09.2025 12:45,920.14,464.59,625.10,1170.48,5298.59,26.23,-,1554.75,242.75,1144.50,1.75,422.25
27.09.2025 12:45,27.09.2025 13:00,926.03,463.71,599.90,1153.68,5347.28,26.17,-,1567.75,238.25,1147.00,1.75,429.75
27.09.2025 13:00,27.09.2025 13:15,925.15,477.90,559.38,1137.68,5293.10,26.14,-,1592.50,227.50,1150.75,1.75,418.25
27.09.2025 13:15,27.09.2025 13:30,927.89,485.27,543.09,1111.01,5269.11,26.16,-,1559.00,221.25,1155.50,1.75,386.50
27.09.2025 13:30,27.09.2025 13:45,925.52,467.68,518.38,1093.46,5260.24,26.17,-,1532.75,219.75,1149.75,1.50,382.00
27.09.2025 13:45,27.09.2025 14:00,929.40,457.43,531.60,1064.25,5256.87,26.04,-,1541.50,219.00,1095.25,1.75,382.50
27.09.2025 14:00,27.09.2025 14:15,926.72,452.77,557.99,1051.47,5290.59,25.97,-,1556.50,217.50,1050.75,2.00,385.50
27.09.2025 14:15,27.09.2025 14:30,928.05,450.41,518.19,1054.25,5247.06,25.97,-,1540.00,216.00,1043.50,1.25,394.50
27.09.2025 14:30,27.09.2025 14:45,926.06,460.81,504.45,1046.22,5221.89,25.97,-,1567.75,215.25,1017.75,7.50,430.50
27.09.2025 14:45,27.09.2025 15:00,928.08,471.02,500.81,1037.28,5089.94,25.95,-,1544.00,216.00,969.00,2.00,441.75
27.09.2025 15:00,27.09.2025 15:15,928.17,449.87,673.78,1046.22,4940.96,26.01,-,1574.50,210.75,996.75,0.75,446.00
27.09.2025 15:15,27.09.2025 15:30,931.70,458.78,713.91,1084.67,4709.70,25.95,-,1591.75,229.00,1073.25,0.75,448.00
27.09.2025 15:30,27.09.2025 15:45,935.56,493.06,709.72,1113.17,4421.05,25.94,-,1642.75,247.00,1143.50,0.75,448.75
27.09.2025 15:45,27.09.2025 16:00,940.67,477.08,715.51,1138.19,4119.40,25.95,-,1687.50,277.00,1162.25,1.25,446.50
27.09.2025 16:00,27.09.2025 16:15,970.04,444.44,797.74,1192.72,3794.21,25.91,-,1727.00,289.00,1277.75,0.75,431.00
27.09.2025 16:15,27.09.2025 16:30,984.44,453.54,779.15,1224.70,3416.02,25.98,-,1751.00,295.25,1388.25,1.00,430.75
27.09.2025 16:30,27.09.2025 16:45,997.25,478.69,771.23,1233.50,3017.28,26.02,-,1860.75,308.25,1480.75,1.00,431.00
27.09.2025 16:45,27.09.2025 17:00,1008.64,475.32,775.31,1218.36,2616.99,26.05,-,1976.75,312.25,1541.00,14.00,433.75
27.09.2025 17:00,27.09.2025 17:15,1037.29,422.96,750.68,1209.15,2177.51,26.06,-,2091.50,337.50,1668.00,39.75,439.25
27.09.2025 17:15,27.09.2025 17:30,1066.50,423.37,759.86,1250.87,1767.68,26.03,-,2114.50,349.50,1712.50,94.25,437.50
27.09.2025 17:30,27.09.2025 17:45,1091.49,430.55,759.49,1270.30,1369.71,25.99,-,2115.50,381.00,1807.25,546.50,441.50
27.09.2025 17:45,27.09.2025 18:00,1110.37,434.85,731.41,1252.87,984.79,25.94,-,2115.75,397.75,1854.75,821.75,438.25
27.09.2025 18:00,27.09.2025 18:15,1150.04,425.49,723.75,1194.83,645.77,25.98,-,2124.50,404.50,1865.75,523.50,436.00
27.09.2025 18:15,27.09.2025 18:30,1169.30,446.94,703.26,1181.39,376.11,26.04,-,2140.00,407.75,1870.25,724.00,438.25
27.09.2025 18:30,27.09.2025 18:45,1176.26,493.59,702.52,1253.25,181.49,26.06,-,2158.00,409.25,1878.00,911.25,438.00
27.09.2025 18:45,27.09.2025 19:00,1178.40,482.09,714.01,1316.58,79.49,26.01,-,2173.50,408.00,1911.00,1003.00,438.25
27.09.2025 19:00,27.09.2025 19:15,1181.22,471.81,730.33,1312.02,34.70,26.15,-,2177.00,407.00,1941.25,1064.50,436.00
27.09.2025 19:15,27.09.2025 19:30,1182.67,474.26,726.80,1332.61,17.33,26.37,-,2171.75,407.50,1945.25,1052.75,435.00
27.09.2025 19:30,27.09.2025 19:45,1181.26,473.77,688.56,1398.86,15.02,26.65,-,2176.75,407.50,1950.25,1030.75,437.25
27.09.2025 19:45,27.09.2025 20:00,1181.44,456.35,674.01,1476.88,10.68,26.74,-,2181.25,408.00,1951.50,931.25,439.25
27.09.2025 20:00,27.09.2025 20:15,1170.46,486.79,635.98,1495.85,18.56,26.78,-,2184.50,405.00,1949.50,880.25,438.75
27.09.2025 20:15,27.09.2025 20:30,1168.04,447.72,619.16,1506.22,15.44,26.70,-,2187.25,402.75,1942.75,729.00,436.00
27.09.2025 20:30,27.09.2025 20:45,1164.41,420.11,619.91,1510.91,11.71,26.72,-,2179.75,406.00,1900.50,501.50,434.50
27.09.2025 20:45,27.09.2025 21:00,1156.31,415.99,606.55,1538.71,4.49,26.67,-,2173.75,409.25,1889.25,387.50,437.75
27.09.2025 21:00,27.09.2025 21:15,1138.04,458.98,589.79,1572.21,5.74,26.71,-,2174.00,414.50,1894.00,622.50,438.25
27.09.2025 21:15,27.09.2025 21:30,1129.58,411.60,569.31,1571.81,5.34,26.80,-,2178.50,409.00,1887.00,461.75,438.75
27.09.2025 21:30,27.09.2025 21:45,1128.95,401.34,550.75,1554.11,2.21,26.81,-,2184.25,402.00,1887.25,349.00,442.25
27.09.2025 21:45,27.09.2025 22:00,1119.43,405.20,536.24,1546.95,2.15,26.80,-,2188.00,395.25,1886.75,188.50,440.75
27.09.2025 22:00,27.09.2025 22:15,1086.50,410.43,499.05,1493.58,2.87,26.84,-,2192.50,382.75,1887.75,445.50,442.75
27.09.2025 22:15,27.09.2025 22:30,1080.83,410.77,472.82,1493.87,1.99,26.86,-,2192.50,373.75,1887.75,335.00,447.00
27.09.2025 22:30,27.09.2025 22:45,1074.59,414.93,446.96,1477.24,1.71,26.85,-,2194.75,369.00,1872.25,223.00,444.00
27.09.2025 22:45,27.09.2025 23:00,1066.19,397.33,461.26,1472.61,1.45,26.93,-,2186.50,375.00,1868.75,230.50,445.25
27.09.2025 23:00,27.09.2025 23:15,1045.68,404.46,460.26,1458.00,1.96,26.98,-,2162.75,379.25,1765.75,122.75,441.00
27.09.2025 23:15,27.09.2025 23:30,1040.65,401.64,452.90,1428.87,1.64,27.04,-,2148.75,381.50,1745.50,67.25,438.25
27.09.2025 23:30,27.09.2025 23:45,1034.56,400.90,434.86,1391.71,2.42,27.03,-,2139.50,382.25,1717.50,46.25,440.75
27.09.2025 23:45,28.09.2025 00:00,1029.15,394.32,418.89,1347.15,1.43,27.10,-,2114.25,383.25,1704.75,26.50,435.50
28.09.2025 00:00,28.09.2025 00:15,1006.75,405.19,396.91,1316.73,4.04,27.08,-,2096.00,382.50,1691.00,61.25,435.50
28.09.2025 00:15,28.09.2025 00:30,1000.26,402.92,372.53,1289.59,2.86,27.14,-,2096.75,385.25,1678.75,55.00,408.25
28.09.2025 00:30,28.09.2025 00:45,998.47,402.51,368.77,1242.62,1.63,27.14,-,2083.25,383.75,1677.00,36.75,407.00
28.09.2025 00:45,28.09.2025 01:00,992.82,397.82,354.61,1184.85,1.49,27.12,-,2067.25,386.50,1673.00,11.75,407.75
28.09.2025 01:00,28.09.2025 01:15,979.64,392.13,336.49,1150.30,2.77,27.20,-,2027.25,387.25,1669.00,2.75,409.00
28.09.2025 01:15,28.09.2025 01:30,977.88,386.48,320.91,1122.04,1.41,27.16,-,1993.25,386.75,1667.50,1.25,412.25
28.09.2025 01:30,28.09.2025 01:45,973.61,389.28,302.55,1104.12,1.43,27.07,-,2001.75,386.50,1653.50,2.00,411.50
28.09.2025 01:45,28.09.2025 02:00,972.22,388.26,282.24,1093.08,1.45,27.08,-,2026.25,386.25,1645.75,1.25,412.00
28.09.2025 02:00,28.09.2025 02:15,965.70,392.68,254.43,1059.33,1.55,27.13,-,2021.50,386.50,1644.50,0.75,414.50
28.09.2025 02:15,28.09.2025 02:30,962.58,392.20,232.95,1004.00,1.50,27.20,-,2009.25,387.00,1648.75,0.75,413.25
28.09.2025 02:30,28.09.2025 02:45,963.17,393.54,219.78,915.74,1.41,27.24,-,2008.75,386.75,1661.25,1.00,409.25
28.09.2025 02:45,28.09.2025 03:00,965.79,391.80,197.45,860.59,1.45,27.30,-,2008.50,388.50,1665.75,1.00,408.75
28.09.2025 03:00,28.09.2025 03:15,963.27,393.58,186.18,839.44,1.46,27.24,-,2001.00,389.50,1651.50,0.75,411.25
28.09.2025 03:15,28.09.2025 03:30,968.23,390.46,170.23,824.32,1.43,27.15,-,1992.75,389.75,1647.75,1.00,407.75
28.09.2025 03:30,28.09.2025 03:45,969.86,386.44,169.77,791.80,1.47,27.19,-,1992.25,389.50,1648.75,40.00,407.50
28.09.2025 03:45,28.09.2025 04:00,970.97,383.98,169.99,769.06,1.67,27.34,-,1999.00,390.00,1646.25,77.25,404.50
28.09.2025 04:00,28.09.2025 04:15,976.94,383.94,170.78,754.63,1.41,27.34,-,2001.75,388.50,1695.25,12.25,406.50
28.09.2025 04:15,28.09.2025 04:30,980.19,380.68,165.91,750.07,1.42,27.34,-,2001.00,389.25,1701.00,10.75,410.75
28.09.2025 04:30,28.09.2025 04:45,982.13,379.59,161.61,758.32,1.49,27.37,-,2003.00,393.25,1682.50,22.00,408.25
28.09.2025 04:45,28.09.2025 05:00,983.53,379.36,142.74,756.79,1.46,27.34,-,2001.75,391.00,1680.25,29.25,404.75
28.09.2025 05:00,28.09.2025 05:15,994.95,377.44,128.26,733.29,1.51,27.26,-,2003.50,388.25,1711.00,33.75,403.25
28.09.2025 05:15,28.09.2025 05:30,999.54,377.23,148.80,694.86,1.45,27.29,-,2006.25,389.00,1713.00,40.75,405.25
28.09.2025 05:30,28.09.2025 05:45,1002.64,379.11,162.02,663.35,1.53,27.41,-,2007.25,393.00,1720.00,51.75,406.75
28.09.2025 05:45,28.09.2025 06:00,1008.98,380.22,165.29,652.56,1.69,27.42,-,2005.50,396.00,1726.25,56.75,397.50
28.09.2025 06:00,28.09.2025 06:15,1036.80,380.17,167.88,655.52,1.81,27.22,-,2004.25,396.00,1745.75,14.50,400.25
28.09.2025 06:15,28.09.2025 06:30,1051.23,378.48,178.73,656.06,2.89,27.02,-,2005.00,396.50,1755.00,65.75,404.00
28.09.2025 06:30,28.09.2025 06:45,1059.83,385.21,174.20,664.25,2.89,27.04,-,2005.00,396.00,1761.50,67.50,402.00
28.09.2025 06:45,28.09.2025 07:00,1066.12,383.10,161.99,686.35,3.35,27.11,-,2009.75,397.00,1762.50,55.50,403.25
28.09.2025 07:00,28.09.2025 07:15,1073.62,381.56,158.45,706.77,10.65,27.07,-,2008.25,398.25,1774.00,108.25,406.25
28.09.2025 07:15,28.09.2025 07:30,1073.62,381.62,168.89,755.59,43.88,27.12,-,2002.25,398.75,1778.25,77.00,410.25
28.09.2025 07:30,28.09.2025 07:45,1076.39,381.88,180.61,792.80,180.66,27.24,-,2003.75,398.00,1777.25,49.50,408.75
28.09.2025 07:45,28.09.2025 08:00,1074.56,381.83,188.58,782.57,427.57,27.27,-,2008.25,395.00,1774.50,35.00,415.75
28.09.2025 08:00,28.09.2025 08:15,1051.49,392.51,196.30,759.05,764.25,27.22,-,2012.75,393.00,1770.00,73.50,424.50
28.09.2025 08:15,28.09.2025 08:30,1041.86,384.04,191.11,762.43,1175.33,27.32,-,2009.25,385.75,1693.00,8.50,425.50
28.09.2025 08:30,28.09.2025 08:45,1037.07,384.00,195.55,750.77,1622.18,27.24,-,2003.50,360.75,1607.00,7.50,420.25
28.09.2025 08:45,28.09.2025 09:00,1033.20,390.50,201.64,696.92,2114.30,27.28,-,1972.25,341.75,1528.50,31.00,421.50
28.09.2025 09:00,28.09.2025 09:15,1012.14,404.10,200.38,618.66,2632.10,27.23,-,1882.25,328.00,1270.00,69.50,418.75
28.09.2025 09:15,28.09.2025 09:30,1012.45,407.91,188.43,517.03,3154.40,27.14,-,1801.75,322.00,1105.75,12.00,418.75
28.09.2025 09:30,28.09.2025 09:45,1000.27,412.62,174.94,427.99,3656.63,27.11,-,1744.25,292.75,958.50,12.75,415.25
28.09.2025 09:45,28.09.2025 10:00,999.77,424.84,153.43,346.19,4142.08,27.04,-,1708.50,241.00,899.00,25.00,418.00
28.09.2025 10:00,28.09.2025 10:15,975.82,430.21,133.84,295.67,4621.03,27.03,-,1625.25,170.25,841.00,31.75,421.75
28.09.2025 10:15,28.09.2025 10:30,969.59,416.27,133.84,275.43,5124.01,26.95,-,1535.50,148.75,858.25,29.50,417.50
28.09.2025 10:30,28.09.2025 10:45,964.23,411.62,139.20,271.54,5593.50,26.95,-,1462.75,141.25,851.50,2.00,417.25
28.09.2025 10:45,28.09.2025 11:00,959.35,401.79,140.95,273.02,6049.82,26.99,-,1396.00,141.75,811.50,1.00,416.00
28.09.2025 11:00,28.09.2025 11:15,948.73,422.12,130.87,300.56,6480.69,26.88,-,1307.00,136.50,696.75,1.00,411.25
28.09.2025 11:15,28.09.2025 11:30,938.84,411.66,128.97,351.71,6835.15,26.69,-,1229.75,136.25,686.75,0.75,404.25
28.09.2025 11:30,28.09.2025 11:45,932.34,390.65,135.67,420.94,7135.61,26.63,-,1121.50,133.75,675.25,0.75,405.00
28.09.2025 11:45,28.09.2025 12:00,929.23,382.76,133.92,479.11,7368.89,26.61,-,1064.50,133.50,657.75,0.75,404.75
28.09.2025 12:00,28.09.2025 12:15,917.84,377.24,100.95,525.29,7540.77,26.61,-,1048.75,130.25,585.25,1.00,399.00
28.09.2025 12:15,28.09.2025 12:30,918.43,373.13,81.83,565.77,7699.17,26.60,-,1052.25,130.25,564.50,1.00,394.50
28.09.2025 12:30,28.09.2025 12:45,920.83,374.10,77.09,608.02,7856.24,26.55,-,1054.75,129.75,560.50,1.00,387.75
28.09.2025 12:45,28.09.2025 13:00,923.02,378.91,83.52,625.81,7924.08,26.46,-,1052.50,128.00,556.75,1.75,392.75
28.09.2025 13:00,28.09.2025 13:15,919.53,395.51,77.61,601.30,7955.97,26.28,-,1051.50,124.00,548.50,1.25,393.25
28.09.2025 13:15,28.09.2025 13:30,917.07,406.00,64.66,554.52,7897.41,26.27,-,1052.25,128.75,547.50,1.00,394.75
28.09.2025 13:30,28.09.2025 13:45,917.60,407.97,58.04,510.34,7838.90,26.38,-,1055.00,125.50,556.25,1.25,398.00
28.09.2025 13:45,28.09.2025 14:00,918.87,420.09,61.32,473.76,7750.82,26.66,-,1051.00,127.50,557.25,1.00,396.75
28.09.2025 14:00,28.09.2025 14:15,918.91,428.33,79.80,440.06,7646.74,26.63,-,1051.75,127.50,563.00,1.00,398.00
28.09.2025 14:15,28.09.2025 14:30,918.85,420.23,86.30,401.77,7480.50,26.57,-,1061.75,126.50,565.00,1.00,405.25
28.09.2025 14:30,28.09.2025 14:45,919.26,415.96,90.23,377.33,7347.42,26.47,-,1073.00,127.75,564.75,1.00,403.25
28.09.2025 14:45,28.09.2025 15:00,922.27,429.49,98.98,357.15,7179.09,26.49,-,1101.00,126.00,557.25,1.00,400.50
28.09.2025 15:00,28.09.2025 15:15,926.85,435.65,124.47,346.84,6920.37,26.56,-,1111.00,132.50,581.50,1.00,401.75
28.09.2025 15:15,28.09.2025 15:30,930.57,424.72,136.51,349.85,6644.34,26.47,-,1216.75,140.25,582.00,2.75,402.00
28.09.2025 15:30,28.09.2025 15:45,935.96,409.96,142.79,371.16,6285.70,26.40,-,1361.50,175.00,597.75,1.50,401.00
28.09.2025 15:45,28.09.2025 16:00,940.62,428.26,147.53,382.49,5853.93,26.43,-,1508.50,216.25,653.50,1.00,399.50
28.09.2025 16:00,28.09.2025 16:15,955.32,449.72,158.51,410.65,5407.77,26.39,-,1681.00,239.50,876.50,2.00,415.00
28.09.2025 16:15,28.09.2025 16:30,970.62,434.31,165.47,436.83,4910.62,26.39,-,1807.50,285.75,943.25,2.25,431.00
28.09.2025 16:30,28.09.2025 16:45,978.83,437.62,167.64,460.64,4344.46,26.31,-,1931.25,332.50,1124.25,1.25,429.50
28.09.2025 16:45,28.09.2025 17:00,986.34,430.04,166.81,497.79,3778.14,26.36,-,2026.25,393.75,1325.50,3.75,434.00
28.09.2025 17:00,28.09.2025 17:15,1022.06,413.14,178.92,558.60,3172.55,26.37,-,2070.25,449.50,1657.75,1.25,439.00
28.09.2025 17:15,28.09.2025 17:30,1039.39,402.42,190.12,613.14,2559.38,26.41,-,2134.50,498.50,1974.00,43.75,430.50
28.09.2025 17:30,28.09.2025 17:45,1067.69,408.96,208.23,657.39,1953.23,26.42,-,2224.00,522.00,2153.00,158.00,420.50
28.09.2025 17:45,28.09.2025 18:00,1090.08,407.49,215.34,702.09,1393.63,26.41,-,2306.50,540.50,2262.50,439.75,426.50
28.09.2025 18:00,28.09.2025 18:15,1130.30,413.82,223.23,720.34,899.46,26.47,-,2398.50,554.25,2360.75,229.75,433.75
28.09.2025 18:15,28.09.2025 18:30,1152.99,451.61,223.26,763.24,502.67,26.54,-,2477.75,567.00,2388.50,540.75,436.50
28.09.2025 18:30,28.09.2025 18:45,1159.72,477.15,239.81,872.88,228.34,26.60,-,2509.00,581.25,2414.25,810.50,438.50
28.09.2025 18:45,28.09.2025 19:00,1165.70,510.82,253.47,1038.21,70.83,26.55,-,2518.25,591.50,2432.50,930.50,446.75
28.09.2025 19:00,28.09.2025 19:15,1176.80,518.02,268.29,1172.70,14.90,26.54,-,2528.00,600.25,2462.50,1116.25,434.50
28.09.2025 19:15,28.09.2025 19:30,1179.65,511.33,281.46,1341.14,6.14,26.60,-,2532.50,604.00,2463.75,1026.00,429.50
28.09.2025 19:30,28.09.2025 19:45,1177.41,505.37,300.54,1559.56,5.43,26.63,-,2535.75,609.00,2462.00,918.25,422.50
