Date,Hour,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
14.09.,17,0.100596413,0.10811941,0.026161293,0.114386274,0.201740529,0.119873751,0.155266716,0.194025619,0.17865837299999998,0.143585085,0.18287496900000003,0.062592264,0.11271346199999999,0.16762681499999998,0.13198913499999998,0.142805705,0.142857448,0.14301056899999998,0.16141882800000001,0.078223754,0.200715146,0.207540249,0.127709559,0.08063567999999999,0.10728254100000001,0.188321442,0.08606887299999999,0.159692167,0.123632408,0.188114405,0.122714516,0.10277191299999999,0.07912694399999999,0.169927211,0.113357856,0.176396115
14.09.,18,0.037131212,0.035355110999999995,0.008421215999999999,0.036838800000000005,0.061062244,0.039139787999999995,0.045910414,0.058536803,0.054032952999999995,0.044641733999999995,0.055422005999999996,0.019820538,0.033867095,0.051954593,0.04401437700000001,0.044111118,0.044776093,0.04251802,0.046984153,0.025081241,0.06061770999999999,0.063454263,0.039262847999999996,0.025596252999999992,0.034922254,0.055865486,0.027992545,0.050024605,0.037275612,0.056160442,0.039154111000000005,0.034519522999999996,0.025299406,0.053244856,0.032636484,0.05302682
14.09.,19,0.0021846279999999997,0.0019146640000000002,0.00044296300000000005,0.0019195560000000002,0.004029705999999999,0.002081465,0.0029057149999999997,0.0037275139999999995,0.0035482209999999994,0.0026756540000000004,0.0037813359999999997,0.0009501619999999998,0.00160971,0.003019894,0.0024853329999999997,0.002407314,0.0022687899999999997,0.002194833,0.002508435,0.001091849,0.0037194759999999993,0.004038985,0.002095408,0.0011506059999999998,0.001802985,0.0029791889999999997,0.0014638490000000001,0.002408192,0.001666421,0.003004989,0.002122577,0.001696947,0.0011053819999999998,0.0029709739999999995,0.0015832569999999998,0.002799478
14.09.,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09.,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09.,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09.,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09.,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.09.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.09.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
